date,symbol,router,aggregator,weights,mu,var
2023-07-28,META,diversity,precision,"{'heur': 0.9234669012162219, 'rl': 0.07653309878377816}",1.6166833293408045,0.05394083500030058
2023-08-04,NVDA,diversity,precision,"{'heur': 0.9221095162565152, 'rl': 0.07789048374348485}",1.6364610678828797,0.053984623401129236
2023-08-04,MSFT,diversity,precision,"{'heur': 0.5430067463076458, 'rl': 0.45699325369235416}",0.061701287697031176,0.001070605810728375
2023-08-04,AAPL,diversity,precision,"{'heur': 0.5364866747461994, 'rl': 0.4635133252538005}",0.06936941822351082,0.0007396398662576758
2023-08-04,GOOGL,diversity,precision,"{'heur': 0.9249829812315921, 'rl': 0.07501701876840794}",1.6362561130130415,0.05385653489015157
2023-08-04,AMZN,diversity,precision,"{'heur': 0.9328473645140425, 'rl': 0.06715263548595758}",1.7193770113914022,0.05343925540895295
2023-08-04,META,diversity,precision,"{'heur': 0.9057102832462519, 'rl': 0.09428971675374813}",1.4314180391401168,0.053801799342718934
2023-08-11,NVDA,diversity,precision,"{'heur': 0.5892855530395225, 'rl': 0.41071444696047754}",0.19147681271999284,0.0041124277729614215
2023-08-11,MSFT,diversity,precision,"{'heur': 0.5346419134288201, 'rl': 0.46535808657117983}",0.03085972229819131,0.0007385341414288321
2023-08-11,AAPL,diversity,precision,"{'heur': 0.5206686751774589, 'rl': 0.47933132482254115}",0.03897568553205077,0.00029931028525367057
2023-08-11,GOOGL,diversity,precision,"{'heur': 0.8809288949382692, 'rl': 0.11907110506173091}",1.2561094172398488,0.05162525624278357
2023-08-11,AMZN,diversity,precision,"{'heur': 0.9251525737855191, 'rl': 0.07484742621448097}",1.6379783012563367,0.05393006471276062
2023-08-11,META,diversity,precision,"{'heur': 0.8894615042663099, 'rl': 0.11053849573369005}",1.3126741519903873,0.05261680116555469
2023-08-18,NVDA,diversity,precision,"{'heur': 0.8949505859862317, 'rl': 0.10504941401376824}",1.3831338869230982,0.053191124349543345
